Gene;start;end;strand;gene_name;operon;COG;accession
LMB90_RS05225;23153;23929;-;LMB90_RS05225;Op617;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000057.1
LMB90_RS05400;28304;30724;#ERROR!;leuS;Op714;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05535;50272;51960;#ERROR!;argS;Op1127;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05585;62327;62968;#ERROR!;trmB;Op1309;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05630;72620;73267;#ERROR!;LMB90_RS05630;Op1465;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05680;83545;84057;#ERROR!;infC;Op1601;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05685;84080;84277;#ERROR!;rpmI;Op1607;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05690;84322;84675;#ERROR!;rplT;Op1611;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05705;86502;86813;#ERROR!;yhbY;Op1631;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05720;88086;88442;#ERROR!;rsfS;Op1646;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05740;91069;91248;#ERROR!;rpmF;Op1675;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05765;96869;97279;-;LMB90_RS05765;Op1726;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000058.1
LMB90_RS05935;23574;24017;-;ruvX;Op625;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000059.1
LMB90_RS05945;24551;27205;-;alaS;Op645;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000059.1
LMB90_RS05950;27464;28837;-;LMB90_RS05950;Op695;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000059.1
LMB90_RS06090;61866;64520;-;LMB90_RS06090;Op1302;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000059.1
LMB90_RS06110;69704;70309;#ERROR!;rpsD;Op1419;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000059.1
LMB90_RS06360;18240;18800;-;def;Op504;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06445;35468;35722;-;rpsT;Op867;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06450;35984;36253;#ERROR!;rpsO;Op876;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06455;36434;38215;#ERROR!;LMB90_RS06455;Op885;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06465;39416;40606;#ERROR!;tuf;Op939;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06505;47998;48927;#ERROR!;rnz;Op1090;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06675;74649;75437;#ERROR!;rpsB;Op1490;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06680;75535;76410;#ERROR!;tsf;Op1503;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06690;77219;77782;#ERROR!;frr;Op1527;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06720;82751;84484;#ERROR!;LMB90_RS06720;Op1594;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06730;89024;89497;#ERROR!;rimP;Op1656;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06745;91023;91334;#ERROR!;LMB90_RS06745;Op1674;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06750;91348;93606;#ERROR!;infB;Op1680;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06755;93626;93985;#ERROR!;rbfA;Op1698;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS06765;95103;96050;#ERROR!;ribF;Op1709;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000060.1
LMB90_RS07035;22915;25326;#ERROR!;LMB90_RS07035;Op612;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000062.1
LMB90_RS07080;35009;36022;#ERROR!;LMB90_RS07080;Op854;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000062.1
LMB90_RS07535;18531;19781;#ERROR!;LMB90_RS07535;Op514;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000063.1
LMB90_RS07570;56751;57494;#ERROR!;LMB90_RS07570;Op1229;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000063.1
LMB90_RS07605;65187;65957;#ERROR!;LMB90_RS07605;Op1352;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000063.1
LMB90_RS07630;69236;69910;#ERROR!;deoC;Op1412;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000063.1
LMB90_RS07775;9580;9861;#ERROR!;rpmA;Op281;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07780;9987;10694;#ERROR!;LMB90_RS07780;Op298;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07785;10707;11783;#ERROR!;LMB90_RS07785;Op315;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07800;12988;13404;#ERROR!;nusB;Op378;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07835;18219;19898;#ERROR!;recN;Op503;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07875;27501;28241;#ERROR!;LMB90_RS07875;Op697;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07880;28245;30149;#ERROR!;pknB;Op710;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07910;33368;35077;#ERROR!;LMB90_RS07910;Op825;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07940;43037;44560;#ERROR!;ftsY;Op1009;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07965;47065;47571;#ERROR!;rimM;Op1078;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07975;48340;49770;#ERROR!;LMB90_RS07975;Op1098;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07980;49893;50252;#ERROR!;rplS;Op1120;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS07990;51495;51812;-;LMB90_RS07990;Op1151;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS08100;72428;73090;#ERROR!;LMB90_RS08100;Op1461;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000064.1
LMB90_RS08525;20168;20728;-;LMB90_RS08525;Op549;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000066.1
LMB90_RS08630;43273;44913;-;LMB90_RS08630;Op1014;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000066.1
LMB90_RS08705;59713;60351;-;LMB90_RS08705;Op1270;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000066.1
LMB90_RS08835;88410;88727;#ERROR!;trxA;Op1650;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000066.1
LMB90_RS09190;2418;2714;-;rpsF;Op85;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000067.1
LMB90_RS09200;5464;7383;-;gyrB;Op167;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000067.1
LMB90_RS09240;13658;14491;#ERROR!;yidC;Op398;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000067.1
LMB90_RS09245;14585;15352;#ERROR!;LMB90_RS09245;Op421;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000067.1
LMB90_RS09410;46469;47239;-;LMB90_RS09410;Op1065;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000067.1
LMB90_RS09465;10809;11273;-;LMB90_RS09465;Op320;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000068.1
LMB90_RS09820;12580;14004;#ERROR!;gatB;Op366;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000069.1
LMB90_RS09825;14016;15029;#ERROR!;LMB90_RS09825;Op405;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000069.1
LMB90_RS09830;15135;15299;#ERROR!;LMB90_RS09830;Op429;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000069.1
LMB90_RS09845;17959;19728;#ERROR!;LMB90_RS09845;Op500;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000069.1
LMB90_RS10260;105068;105868;#ERROR!;LMB90_RS10260;Op1787;Translation, Ribosomal Structure, & Biogenesis;NZ_JAJGVJ010000069.1
LMB90_RS00360;23320;23523;#ERROR!;LMB90_RS00360;Op621;Transcription;NZ_JAJGVJ010000026.1
LMB90_RS00440;1021;1365;#ERROR!;LMB90_RS00440;Op49;Transcription;NZ_JAJGVJ010000030.1
LMB90_RS00500;10909;11736;#ERROR!;LMB90_RS00500;Op325;Transcription;NZ_JAJGVJ010000030.1
LMB90_RS00570;27501;27956;-;LMB90_RS00570;Op696;Transcription;NZ_JAJGVJ010000030.1
LMB90_RS00625;37756;38739;#ERROR!;LMB90_RS00625;Op910;Transcription;NZ_JAJGVJ010000030.1
LMB90_RS00715;56655;57353;#ERROR!;LMB90_RS00715;Op1225;Transcription;NZ_JAJGVJ010000030.1
LMB90_RS00815;76413;76970;#ERROR!;rpoE;Op1514;Transcription;NZ_JAJGVJ010000030.1
LMB90_RS01235;9726;10172;-;LMB90_RS01235;Op286;Transcription;NZ_JAJGVJ010000039.1
LMB90_RS01330;27334;27987;#ERROR!;LMB90_RS01330;Op694;Transcription;NZ_JAJGVJ010000039.1
LMB90_RS01395;38036;38695;#ERROR!;LMB90_RS01395;Op916;Transcription;NZ_JAJGVJ010000039.1
LMB90_RS01485;13010;13684;#ERROR!;LMB90_RS01485;Op379;Transcription;NZ_JAJGVJ010000044.1
LMB90_RS01550;28512;29033;#ERROR!;LMB90_RS01550;Op721;Transcription;NZ_JAJGVJ010000044.1
LMB90_RS01630;2734;3006;-;LMB90_RS01630;Op96;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS01755;26262;26690;-;LMB90_RS01755;Op679;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS01780;29842;30726;#ERROR!;LMB90_RS01780;Op746;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS01800;33487;34011;-;LMB90_RS01800;Op827;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS01830;38393;40075;#ERROR!;LMB90_RS01830;Op923;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS01950;65374;66393;#ERROR!;LMB90_RS01950;Op1356;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS01975;69827;70558;-;LMB90_RS01975;Op1423;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS02005;76292;76945;#ERROR!;LMB90_RS02005;Op1512;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS02010;77162;78052;-;LMB90_RS02010;Op1525;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS02075;89312;89887;#ERROR!;LMB90_RS02075;Op1661;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS02175;111534;111773;#ERROR!;LMB90_RS02175;Op1826;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS02205;116440;116973;-;LMB90_RS02205;Op1863;Transcription;NZ_JAJGVJ010000045.1
LMB90_RS02260;10061;10495;#ERROR!;LMB90_RS02260;Op300;Transcription;NZ_JAJGVJ010000046.1
LMB90_RS02275;12649;13356;#ERROR!;yycF;Op367;Transcription;NZ_JAJGVJ010000046.1
LMB90_RS02385;36567;37325;#ERROR!;LMB90_RS02385;Op889;Transcription;NZ_JAJGVJ010000046.1
LMB90_RS02420;47614;48198;-;LMB90_RS02420;Op1086;Transcription;NZ_JAJGVJ010000046.1
LMB90_RS02440;57892;58827;#ERROR!;LMB90_RS02440;Op1246;Transcription;NZ_JAJGVJ010000046.1
LMB90_RS02475;66151;66816;#ERROR!;LMB90_RS02475;Op1368;Transcription;NZ_JAJGVJ010000046.1
LMB90_RS02545;82017;82658;#ERROR!;LMB90_RS02545;Op1583;Transcription;NZ_JAJGVJ010000046.1
LMB90_RS02640;21642;22676;-;LMB90_RS02640;Op577;Transcription;NZ_JAJGVJ010000047.1
LMB90_RS02715;12038;12421;-;LMB90_RS02715;Op351;Transcription;NZ_JAJGVJ010000048.1
LMB90_RS02770;3388;5016;#ERROR!;LMB90_RS02770;Op118;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS02795;10818;12185;#ERROR!;LMB90_RS02795;Op321;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS02845;22346;22792;#ERROR!;LMB90_RS02845;Op593;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS02905;33051;33725;#ERROR!;LMB90_RS02905;Op819;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS02910;33872;34072;#ERROR!;LMB90_RS02910;Op836;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS02985;43332;43799;#ERROR!;LMB90_RS02985;Op1015;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS02995;46592;47194;#ERROR!;LMB90_RS02995;Op1066;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS03000;47422;51039;#ERROR!;LMB90_RS03000;Op1083;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS03005;51083;54718;#ERROR!;rpoC;Op1141;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS03170;73184;74128;#ERROR!;LMB90_RS03170;Op1472;Transcription;NZ_JAJGVJ010000050.1
LMB90_RS03480;42545;44782;#ERROR!;LMB90_RS03480;Op996;Transcription;NZ_JAJGVJ010000051.1
LMB90_RS03585;66317;67459;#ERROR!;rpoD;Op1370;Transcription;NZ_JAJGVJ010000051.1
LMB90_RS03635;78986;79342;#ERROR!;LMB90_RS03635;Op1547;Transcription;NZ_JAJGVJ010000051.1
LMB90_RS03835;116855;117874;-;LMB90_RS03835;Op1866;Transcription;NZ_JAJGVJ010000051.1
LMB90_RS03865;2458;2862;-;LMB90_RS03865;Op88;Transcription;NZ_JAJGVJ010000052.1
LMB90_RS03880;5108;5518;-;LMB90_RS03880;Op159;Transcription;NZ_JAJGVJ010000052.1
LMB90_RS03915;12361;13005;-;LMB90_RS03915;Op360;Transcription;NZ_JAJGVJ010000052.1
LMB90_RS03960;22762;23316;-;rimI;Op608;Transcription;NZ_JAJGVJ010000052.1
LMB90_RS04090;3221;4090;#ERROR!;LMB90_RS04090;Op109;Transcription;NZ_JAJGVJ010000053.1
LMB90_RS04130;10110;11093;#ERROR!;LMB90_RS04130;Op301;Transcription;NZ_JAJGVJ010000053.1
LMB90_RS04175;3625;4026;-;spxA;Op120;Transcription;NZ_JAJGVJ010000054.1
LMB90_RS04220;8245;8580;#ERROR!;LMB90_RS04220;Op243;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04325;31718;32659;#ERROR!;whiA;Op787;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04415;51255;51764;#ERROR!;LMB90_RS04415;Op1145;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04480;64640;65107;#ERROR!;LMB90_RS04480;Op1342;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04500;67449;68168;#ERROR!;LMB90_RS04500;Op1385;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04545;76602;77537;#ERROR!;LMB90_RS04545;Op1519;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04600;95952;96884;#ERROR!;LMB90_RS04600;Op1718;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04605;96958;97797;-;LMB90_RS04605;Op1728;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04695;115363;115824;#ERROR!;LMB90_RS04695;Op1856;Transcription;NZ_JAJGVJ010000055.1
LMB90_RS04880;9847;10548;#ERROR!;LMB90_RS04880;Op289;Transcription;NZ_JAJGVJ010000056.1
LMB90_RS04895;12982;15159;#ERROR!;LMB90_RS04895;Op377;Transcription;NZ_JAJGVJ010000056.1
LMB90_RS05040;43027;43587;#ERROR!;nusG;Op1008;Transcription;NZ_JAJGVJ010000056.1
LMB90_RS05095;51792;52124;#ERROR!;LMB90_RS05095;Op1153;Transcription;NZ_JAJGVJ010000056.1
LMB90_RS05190;16324;16800;-;greA;Op462;Transcription;NZ_JAJGVJ010000057.1
LMB90_RS05215;22223;22561;-;LMB90_RS05215;Op592;Transcription;NZ_JAJGVJ010000057.1
LMB90_RS05285;3366;3920;#ERROR!;LMB90_RS05285;Op116;Transcription;NZ_JAJGVJ010000058.1
LMB90_RS05445;38478;39494;#ERROR!;LMB90_RS05445;Op927;Transcription;NZ_JAJGVJ010000058.1
LMB90_RS05665;80520;80984;#ERROR!;nrdR;Op1567;Transcription;NZ_JAJGVJ010000058.1
LMB90_RS05745;91470;92156;#ERROR!;LMB90_RS05745;Op1681;Transcription;NZ_JAJGVJ010000058.1
LMB90_RS05850;9871;10617;-;LMB90_RS05850;Op291;Transcription;NZ_JAJGVJ010000059.1
LMB90_RS05860;11551;12561;-;ccpA;Op338;Transcription;NZ_JAJGVJ010000059.1
LMB90_RS06190;86997;88094;#ERROR!;LMB90_RS06190;Op1637;Transcription;NZ_JAJGVJ010000059.1
LMB90_RS06225;95331;96176;-;LMB90_RS06225;Op1713;Transcription;NZ_JAJGVJ010000059.1
LMB90_RS06535;55102;55731;-;LMB90_RS06535;Op1201;Transcription;NZ_JAJGVJ010000060.1
LMB90_RS06640;70373;70999;-;lexA;Op1427;Transcription;NZ_JAJGVJ010000060.1
LMB90_RS06735;89518;90705;#ERROR!;nusA;Op1663;Transcription;NZ_JAJGVJ010000060.1
LMB90_RS06740;90734;91036;#ERROR!;LMB90_RS06740;Op1672;Transcription;NZ_JAJGVJ010000060.1
LMB90_RS06780;97668;98240;#ERROR!;grpE;Op1734;Transcription;NZ_JAJGVJ010000060.1
LMB90_RS06840;109538;109708;-;LMB90_RS06840;Op1818;Transcription;NZ_JAJGVJ010000060.1
LMB90_RS06845;109771;110031;#ERROR!;LMB90_RS06845;Op1819;Transcription;NZ_JAJGVJ010000060.1
LMB90_RS06875;2443;2769;-;LMB90_RS06875;Op86;Transcription;NZ_JAJGVJ010000061.1
LMB90_RS06885;6249;7505;-;LMB90_RS06885;Op191;Transcription;NZ_JAJGVJ010000061.1
LMB90_RS06980;10178;10903;#ERROR!;LMB90_RS06980;Op303;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS06985;11053;12171;-;LMB90_RS06985;Op328;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS07040;25503;26858;#ERROR!;LMB90_RS07040;Op664;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS07105;38692;39402;-;LMB90_RS07105;Op932;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS07145;46689;47045;#ERROR!;LMB90_RS07145;Op1071;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS07220;63940;64608;#ERROR!;LMB90_RS07220;Op1333;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS07340;89123;91990;#ERROR!;LMB90_RS07340;Op1658;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS07345;92101;93114;#ERROR!;LMB90_RS07345;Op1686;Transcription;NZ_JAJGVJ010000062.1
LMB90_RS07530;17959;18531;#ERROR!;LMB90_RS07530;Op501;Transcription;NZ_JAJGVJ010000063.1
LMB90_RS07610;65944;66828;#ERROR!;LMB90_RS07610;Op1362;Transcription;NZ_JAJGVJ010000063.1
LMB90_RS07620;67123;68220;#ERROR!;ychF;Op1380;Transcription;NZ_JAJGVJ010000063.1
LMB90_RS07660;75785;76474;#ERROR!;LMB90_RS07660;Op1508;Transcription;NZ_JAJGVJ010000063.1
LMB90_RS07670;77787;78695;#ERROR!;LMB90_RS07670;Op1531;Transcription;NZ_JAJGVJ010000063.1
LMB90_RS07690;81298;82590;#ERROR!;LMB90_RS07690;Op1577;Transcription;NZ_JAJGVJ010000063.1
LMB90_RS07770;9231;9554;#ERROR!;LMB90_RS07770;Op275;Transcription;NZ_JAJGVJ010000064.1
LMB90_RS07810;14388;15725;#ERROR!;xseA;Op413;Transcription;NZ_JAJGVJ010000064.1
LMB90_RS07840;20111;20443;-;LMB90_RS07840;Op547;Transcription;NZ_JAJGVJ010000064.1
LMB90_RS07860;22754;25183;#ERROR!;priA;Op607;Transcription;NZ_JAJGVJ010000064.1
LMB90_RS07890;31063;31716;#ERROR!;rpe;Op771;Transcription;NZ_JAJGVJ010000064.1
LMB90_RS08050;61381;63399;#ERROR!;LMB90_RS08050;Op1295;Transcription;NZ_JAJGVJ010000064.1
LMB90_RS08180;10650;11048;#ERROR!;LMB90_RS08180;Op312;Transcription;NZ_JAJGVJ010000065.1
LMB90_RS08190;12466;13341;#ERROR!;LMB90_RS08190;Op362;Transcription;NZ_JAJGVJ010000065.1
LMB90_RS08195;13354;14100;#ERROR!;LMB90_RS08195;Op389;Transcription;NZ_JAJGVJ010000065.1
LMB90_RS08275;33079;34452;#ERROR!;LMB90_RS08275;Op820;Transcription;NZ_JAJGVJ010000065.1
LMB90_RS08445;4616;5617;#ERROR!;LMB90_RS08445;Op148;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08465;8836;9414;-;LMB90_RS08465;Op260;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08475;10648;11292;#ERROR!;LMB90_RS08475;Op311;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08565;29667;29978;#ERROR!;LMB90_RS08565;Op741;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08575;30941;31378;#ERROR!;LMB90_RS08575;Op767;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08650;48252;48941;#ERROR!;LMB90_RS08650;Op1096;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08675;54093;55037;#ERROR!;LMB90_RS08675;Op1184;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08685;55579;56199;#ERROR!;LMB90_RS08685;Op1209;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08855;91500;92264;-;LMB90_RS08855;Op1682;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08885;97766;98221;#ERROR!;LMB90_RS08885;Op1735;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08905;100386;101927;#ERROR!;LMB90_RS08905;Op1761;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS08950;109362;112427;#ERROR!;LMB90_RS08950;Op1814;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS09030;124199;125359;#ERROR!;LMB90_RS09030;Op1897;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS09050;128726;129553;-;LMB90_RS09050;Op1908;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS09080;135396;136148;-;pnuC;Op1927;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS09095;138147;138473;#ERROR!;LMB90_RS09095;Op1933;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS09140;146042;147355;#ERROR!;LMB90_RS09140;Op1943;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS09155;148633;149739;#ERROR!;LMB90_RS09155;Op1946;Transcription;NZ_JAJGVJ010000066.1
LMB90_RS09335;36170;36493;#ERROR!;LMB90_RS09335;Op880;Transcription;NZ_JAJGVJ010000067.1
LMB90_RS09370;41164;41886;-;LMB90_RS09370;Op971;Transcription;NZ_JAJGVJ010000067.1
LMB90_RS09420;48868;49353;-;LMB90_RS09420;Op1105;Transcription;NZ_JAJGVJ010000067.1
LMB90_RS09485;14520;15050;-;LMB90_RS09485;Op417;Transcription;NZ_JAJGVJ010000068.1
LMB90_RS09495;16344;16739;#ERROR!;LMB90_RS09495;Op463;Transcription;NZ_JAJGVJ010000068.1
LMB90_RS09545;24015;24395;#ERROR!;crcB;Op633;Transcription;NZ_JAJGVJ010000068.1
LMB90_RS09580;29258;30157;#ERROR!;pstC;Op733;Transcription;NZ_JAJGVJ010000068.1
LMB90_RS09650;46211;46669;#ERROR!;LMB90_RS09650;Op1061;Transcription;NZ_JAJGVJ010000068.1
LMB90_RS09850;20011;20433;-;LMB90_RS09850;Op545;Transcription;NZ_JAJGVJ010000069.1
LMB90_RS09865;21965;22501;#ERROR!;LMB90_RS09865;Op587;Transcription;NZ_JAJGVJ010000069.1
LMB90_RS09875;23082;24737;-;LMB90_RS09875;Op614;Transcription;NZ_JAJGVJ010000069.1
LMB90_RS09890;26093;27709;#ERROR!;LMB90_RS09890;Op674;Transcription;NZ_JAJGVJ010000069.1
LMB90_RS09985;43117;44292;-;LMB90_RS09985;Op1011;Transcription;NZ_JAJGVJ010000069.1
LMB90_RS10005;46764;48293;#ERROR!;LMB90_RS10005;Op1074;Transcription;NZ_JAJGVJ010000069.1
LMB90_RS10255;102059;104854;#ERROR!;LMB90_RS10255;Op1771;Transcription;NZ_JAJGVJ010000069.1
LMB90_RS00365;23536;24087;#ERROR!;LMB90_RS00365;Op624;Replication, Recombination, & Repair;NZ_JAJGVJ010000026.1
LMB90_RS00405;29328;31805;#ERROR!;LMB90_RS00405;Op736;Replication, Recombination, & Repair;NZ_JAJGVJ010000026.1
LMB90_RS00525;16372;19221;#ERROR!;LMB90_RS00525;Op465;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS00655;42995;43636;-;nth;Op1007;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS00680;48195;50513;#ERROR!;LMB90_RS00680;Op1093;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS00690;51098;52057;-;LMB90_RS00690;Op1142;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS00730;60748;61566;#ERROR!;LMB90_RS00730;Op1286;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS00790;71423;72745;#ERROR!;LMB90_RS00790;Op1442;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS00945;116735;117109;#ERROR!;LMB90_RS00945;Op1865;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS00975;122612;126151;#ERROR!;mfd;Op1892;Replication, Recombination, & Repair;NZ_JAJGVJ010000030.1
LMB90_RS01030;1;250;#ERROR!;LMB90_RS01030;Op11;Replication, Recombination, & Repair;NZ_JAJGVJ010000031.1
LMB90_RS01250;11152;12231;#ERROR!;xerS;Op331;Replication, Recombination, & Repair;NZ_JAJGVJ010000039.1
LMB90_RS01265;13772;14419;#ERROR!;LMB90_RS01265;Op401;Replication, Recombination, & Repair;NZ_JAJGVJ010000039.1
LMB90_RS01440;160;671;#ERROR!;LMB90_RS01440;Op34;Replication, Recombination, & Repair;NZ_JAJGVJ010000043.1
